sample,box,status,note,box_start_new_york,box_end_new_york,box_range_pips,entry_rule,stop_mode,stop_pips,target_r,target_mode,trade_status,direction,signal_time_new_york,signal_minutes_after_box,entry_price,stop_price,target_price,risk_pips,reward_pips,reward_to_risk,outcome,exit_time_new_york,exit_price,gross_pips,net_pips,net_r_vs_box,net_risk_r,spread_pips_round_turn
52,4,accepted,good,2024-11-26 12:15 EST,2024-11-26 13:10 EST,10.3,first_close_breakout,fixed_pips,10.0,1.0,entry_r,filled,short,2024-11-26 13:25 EST,15.0,1.0462,1.0472,1.04517,10.0,10.3,1.03,stop,2024-11-26 14:00 EST,1.0472,-10.0,-11.2,-1.087,-1.12,1.2
53,1,accepted,correct,2025-06-24 22:50 EST,2025-06-24 23:40 EST,5.7,first_close_breakout,fixed_pips,10.0,1.0,entry_r,filled,short,2025-06-24 23:45 EST,5.0,1.16163,1.16263,1.16106,10.0,5.7,0.57,target,2025-06-25 01:20 EST,1.16106,5.7,4.5,0.789,0.45,1.2
53,2,accepted,correct,2025-06-25 00:15 EST,2025-06-25 01:10 EST,6.1,first_close_breakout,fixed_pips,10.0,1.0,entry_r,filled,short,2025-06-25 01:20 EST,10.0,1.1611,1.1621,1.16049,10.0,6.1,0.61,stop,2025-06-25 02:25 EST,1.1621,-10.0,-11.2,-1.836,-1.12,1.2
53,4,accepted,correct,2025-06-25 07:40 EST,2025-06-25 08:20 EST,8.6,first_close_breakout,fixed_pips,10.0,1.0,entry_r,filled,short,2025-06-25 08:25 EST,5.0,1.15957,1.16057,1.15871,10.0,8.6,0.86,stop,2025-06-25 09:35 EST,1.16057,-10.0,-11.2,-1.302,-1.12,1.2
54,1,accepted,all correct,2024-02-07 05:40 EST,2024-02-07 06:20 EST,8.5,first_close_breakout,fixed_pips,10.0,1.0,entry_r,filled,long,2024-02-07 06:30 EST,10.0,1.07722,1.07622,1.07807,10.0,8.5,0.85,time_exit,2024-02-07 08:20 EST,1.0779,6.8,5.6,0.659,0.56,1.2
54,2,accepted,all correct,2024-02-07 06:40 EST,2024-02-07 07:35 EST,8.0,first_close_breakout,fixed_pips,10.0,1.0,entry_r,filled,long,2024-02-07 08:00 EST,25.0,1.0776,1.0766,1.0784,10.0,8.0,0.8,target,2024-02-07 08:30 EST,1.0784,8.0,6.8,0.85,0.68,1.2
54,3,accepted,all correct,2024-02-07 12:10 EST,2024-02-07 12:55 EST,6.4,first_close_breakout,fixed_pips,10.0,1.0,entry_r,filled,long,2024-02-07 13:05 EST,10.0,1.07689,1.07589,1.07753,10.0,6.4,0.64,target,2024-02-07 14:40 EST,1.07753,6.4,5.2,0.812,0.52,1.2
54,4,accepted,all correct,2024-02-07 14:00 EST,2024-02-07 14:55 EST,5.4,first_close_breakout,fixed_pips,10.0,1.0,entry_r,no_signal,,,,,,,,,,,,,,,,,
55,1,questionable,questionable confidence downgrade,2021-09-30 13:40 EST,2021-09-30 14:30 EST,9.0,first_close_breakout,fixed_pips,10.0,1.0,entry_r,filled,long,2021-09-30 14:35 EST,5.0,1.15738,1.15638,1.15828,10.0,9.0,0.9,target,2021-09-30 14:55 EST,1.15828,9.0,7.8,0.867,0.78,1.2
55,2,accepted,correct,2021-09-30 17:20 EST,2021-09-30 18:15 EST,4.8,first_close_breakout,fixed_pips,10.0,1.0,entry_r,filled,short,2021-09-30 19:10 EST,55.0,1.1578,1.1588,1.15732,10.0,4.8,0.48,target,2021-09-30 19:50 EST,1.15732,4.8,3.6,0.75,0.36,1.2
55,3,accepted,correct,2021-09-30 19:30 EST,2021-09-30 20:25 EST,7.6,first_close_breakout,fixed_pips,10.0,1.0,entry_r,filled,short,2021-09-30 20:45 EST,20.0,1.15688,1.15788,1.15612,10.0,7.6,0.76,time_exit,2021-09-30 22:25 EST,1.15768,-8.0,-9.2,-1.211,-0.92,1.2
55,4,accepted,correct,2021-09-30 21:55 EST,2021-09-30 22:50 EST,7.6,first_close_breakout,fixed_pips,10.0,1.0,entry_r,no_signal,,,,,,,,,,,,,,,,,
56,1,accepted,correct,2022-08-28 23:15 EST,2022-08-29 00:10 EST,6.6,first_close_breakout,fixed_pips,10.0,1.0,entry_r,filled,short,2022-08-29 00:30 EST,20.0,0.99184,0.99284,0.99118,10.0,6.6,0.66,stop,2022-08-29 02:05 EST,0.99284,-10.0,-11.2,-1.697,-1.12,1.2
56,2,accepted,correct,2022-08-29 00:35 EST,2022-08-29 01:20 EST,6.3,first_close_breakout,fixed_pips,10.0,1.0,entry_r,filled,long,2022-08-29 01:50 EST,30.0,0.99228,0.99128,0.99291,10.0,6.3,0.63,target,2022-08-29 02:05 EST,0.99291,6.3,5.1,0.81,0.51,1.2
56,3,accepted,missed marginal shelf around 0400,2022-08-29 03:35 EST,2022-08-29 04:05 EST,12.0,first_close_breakout,fixed_pips,10.0,1.0,entry_r,filled,short,2022-08-29 04:10 EST,5.0,0.99276,0.99376,0.99156,10.0,12.0,1.2,stop,2022-08-29 04:55 EST,0.99376,-10.0,-11.2,-0.933,-1.12,1.2
57,1,accepted,all correct,2021-12-27 00:35 EST,2021-12-27 01:30 EST,4.1,first_close_breakout,fixed_pips,10.0,1.0,entry_r,filled,long,2021-12-27 01:35 EST,5.0,1.13186,1.13086,1.13227,10.0,4.1,0.41,target,2021-12-27 02:30 EST,1.13227,4.1,2.9,0.707,0.29,1.2
57,2,accepted,all correct,2021-12-27 01:50 EST,2021-12-27 02:20 EST,4.2,first_close_breakout,fixed_pips,10.0,1.0,entry_r,filled,long,2021-12-27 02:25 EST,5.0,1.13224,1.13124,1.13266,10.0,4.2,0.42,target,2021-12-27 02:40 EST,1.13266,4.2,3.0,0.714,0.3,1.2
57,3,accepted,all correct,2021-12-27 04:10 EST,2021-12-27 04:50 EST,6.7,first_close_breakout,fixed_pips,10.0,1.0,entry_r,filled,long,2021-12-27 05:05 EST,15.0,1.13166,1.13066,1.13233,10.0,6.7,0.67,time_exit,2021-12-27 06:50 EST,1.13166,0.0,-1.2,-0.179,-0.12,1.2
57,4,accepted,all correct,2021-12-27 08:10 EST,2021-12-27 09:00 EST,5.3,first_close_breakout,fixed_pips,10.0,1.0,entry_r,filled,long,2021-12-27 09:15 EST,15.0,1.13154,1.13054,1.13207,10.0,5.3,0.53,target,2021-12-27 09:30 EST,1.13207,5.3,4.1,0.774,0.41,1.2
